<Programa>~"""Tprogram"" ""Tid"" ""Tptoycoma"" <BloqueVar> ""T_llaveabre"" <Cuerpo> ""T_llavecierra"""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
<Asignacion>~~~~~~"Tid"":""="<Exp>~~~~~~~~~~~~~~~~~~~~~~~~~~~
<BloqueVar>~~eps~~~"""Tvar"" <ListaDefVar>"~~~~~~~~~~~~~~~~~~~~~~~~~~~~
<Exp3>~~~~~~<Exp4> <Exp7>~~~~~<Exp4> <Exp7>~~~~~<Exp4> <Exp7>~<Exp4> <Exp7>~<Exp4> <Exp7>~<Exp4> <Exp7>~<Exp4> <Exp7>~<Exp4> <Exp7>~~~~~~~~~~~~
<Cond>~~~~~~<Cond2> <Cond4>~~~~~<Cond2> <Cond4>~~~~~<Cond2> <Cond4>~<Cond2> <Cond4>~<Cond2> <Cond4>~<Cond2> <Cond4>~<Cond2> <Cond4>~<Cond2> <Cond4>~~~~~~~<Cond2> <Cond4>~<Cond2> <Cond4>~~~~
<Exp>~~~~~~<Exp2> <Exp5>~~~~~<Exp2> <Exp5>~~~~~<Exp2> <Exp5>~<Exp2> <Exp5>~<Exp2> <Exp5>~<Exp2> <Exp5>~<Exp2> <Exp5>~<Exp2> <Exp5>~~~~~~~~~~~~
<Cuerpo>~~~eps~~~"<Sentencia> ""Tptoycoma"" <Cuerpo>"~~~~"<Sentencia> ""Tptoycoma"" <Cuerpo>"~~~"<Sentencia> ""Tptoycoma"" <Cuerpo>"~"<Sentencia> ""Tptoycoma"" <Cuerpo>"~"<Sentencia> ""Tptoycoma"" <Cuerpo>"~~~~~~~~~~~~~~~~~~
<Ciclica>~~~~~~~~~~"""Twhile"" <Cond> ""T_llaveabre"" <Cuerpo> ""T_llavecierra"""~~~~~~~~~~~~~~~~~~~~~~~
<Exp5>~~~~eps~~~~~eps~~~eps~~~~~~~~~" ""Tmenos"" <Exp2> <Exp5>"~"""Tmas"" <Exp2> <Exp5>"~~~~eps~~~~~~~
<Condicional>~~~~~~~~~~~~~"""Tif"" <Cond> ""T_llaveabre"" <Cuerpo> ""T_llavecierra"" <Condicional2>"~~~~~~~~~~~~~~~~~~~~
<Exp6>~~~~eps~~~~~eps~~~eps~~~~~~~~~eps~~" ""TProducto"" <Exp3> <Exp6>"~" ""T_division"" <Exp3> <Exp6>"~~eps~~~~~~~
<ListaExp>~~~~~~<Exp> <ListaExp2>~~~~~<Exp> <ListaExp2>~~~~~<Exp> <ListaExp2>~<Exp> <ListaExp2>~<Exp> <ListaExp2>~<Exp> <ListaExp2>~<Exp> <ListaExp2>~<Exp> <ListaExp2>~~~~~~~~~~~~
<ListaDefVar>~~~~~~"<DefVar> ""Tptoycoma"" <ListaDefVar2>"~~~~~~~~~~~~~~~~~~~~~~~~~~~
<Exp7>~~~~eps~~~~~eps~~~eps~~~~~~~~~eps~~eps~eps~"""Tpot"" <Exp4> <Exp7>"~eps~~~~~~~
